1@country@korea@한국 대한민국
96@Everyday English-2@What's your favorite kind of music?@어떤 종류의 음악을 좋아하세요?
97@Everyday English-2@I like classical music.@고전음악을 좋아합니다.
98@Everyday English-2@What record would you like to hear?@무슨 레코드를 듣고 싶어요?
99@Everyday English-2@Who is your favorite singer?@가장 좋아하는 가수는 누군가요?
100@Everyday English-2@Have you ever done any composing?@작곡을 해본적이 있나요?
101@Everyday English-2@That song brings back fond memories.@그노래를 들으니 그리운 옛 추억이 되살아나네요.
102@Everyday English-3@She has an ear for music.@그녀는 음악에 조예가 깊습니다.
103@Everyday English-3@She has an eye for paintings.@그녀는 그림을 감상할 줄 압니다.
104@Everyday English-3@I don't go in for dancing.@나는 춤추는 것을 좋아하지 않아요
105@Everyday English-3@How long can you swim?@얼마나 멀리 수영할 수 있나요?
106@Everyday English-3@I can swim across this river.@이 강을 수영해서 건널 수 있습니다.
107@Everyday English-3@Correct me if I'm wrong.@내가 만약 틀렸다면 가르쳐줘.
108@Everyday English-3@I'm terrible.@나는 형편없어.
109@Everyday English-3@What's your favorite sport?@가장 좋아하는 운동은 무엇인가요?
110@Everyday English-3@Do you belong to a tennis club?@테니스 클럽에 가입되어 있나요?
111@Everyday English-3@He takes to golf these days.@그는 요즘 골프에 빠졌어요.
112@Everyday English-3@He is a baseball buff while she is a film buff.@그남자는 야구광이고@ 그 여자는 영화광이에요.
113@Everyday English-3@I read everything I can get my hands on.@나는 손에 집히는대로 다 읽어요.
114@Everyday English-3@Are you through with the book?@그 책 다 읽었어요?
115@Everyday English-3@I've never read a more stirring story.@나는 이렇게 감동적인 책을 읽어본 적이 없어요.
116@Everyday English-3@This book has affected my thinking.@이 책은 내 사고방식에 영향을 주었습니다.
117@Everyday English-3@Do you keep a diary everyday?@매일 일기를 쓰시나요?
118@Everyday English-4@How often do you go fishing?@얼마나 자주 낚시를 가시나요?
119@Everyday English-4@Shall we go together this Sunday?@이번 일요일에 함께 갈까요?
120@Everyday English-4@We had lots of fun there.@우리는 그곳에서 정말 재밌었어요.
121@Everyday English-4@Is that for a hobby or for a living?@취미인가요 직업인가요?
122@Everyday English-4@Do you like walking in the rain?@빗속을 거닐기를 좋아하세요?
123@Everyday English-4@He runs like a deer.@그는 발이 빨라요.
124@Everyday English-4@He is jet-propelled.@저 사람 참 잘 달리는군요.
125@Everyday English-4@Let's draw lots.@우리 제비뽑기로 합시다.
126@Everyday English-4@Let's play sides.@편을 가릅시다.
127@Everyday English-4@Did you mark your score?@점수를 기입했나요?
128@Everyday English-4@Whose turn is it?@누구 차례지?
129@Everyday English-4@Let me ask you a riddle.@수수께끼 하나 물어볼까?
130@Everyday English-4@Let's play hide and seek.@숨박꼭질하자.
131@Everyday English-4@She sings lie a bird.@그녀는 노래를 잘한다.
132@Everyday English-4@I can't carry a tune.@나는 음치에요.
133@Airport@Your passport, please.@여권을 보여주십시오.
134@Airport@Please, show me your passport.@여권을 보여주십시오.
135@Airport@Here you are.@여기 있습니다.
136@Airport@Please fill in this form.@이 용지에 기입해주세요.
137@Airport@What's the purpose of your visit?@방문 목적이 무엇입니까?
138@Airport@I am travelling for sightseeing.@관광여행 중입니다.
139@Airport@I am here on business.@사업 차 왔습니다.
140@Airport@I am here to visit my friends.@친구를 만나러 왔습니다.
141@Airport@How long are you staying?@얼마나 머무르실 건가요?
142@Airport@Anything to declare?@신고하실 것이 있습니까?
143@Airport@Just my personal effets.@제 개인 휴대품 뿐입니다.
144@Airport@Is this all you have?@짐은 이것 뿐인가요?
145@Airport@What's your job?@직업은 무엇인가요?
146@Airport@One way ticket or return?@편도입니까@ 왕복입니까?
147@Airport@What's the fare?@요금은 얼마인가요?
148@Airport@When would you like?@언제 출발하실 건가요?
149@Airport@I'd like to change flights.@항공편을 바꾸려고 합니다.
150@Airport@Is this the reservation office?@예약 접수처입니까?
151@Hotel@Where is the lobby?@로비가 어디에 있어요?
152@Hotel@Where is the front desk?@프런트 데스크가 어디에 있나요?
153@Hotel@Where should I check in?@체크인은 어디서 하나요?
154@Hotel@Hello I'd like to check in please.@안녕하세요 체크인 하려고 합니다.
155@Hotel@Your passport, please.@여권을 보여주세요.
156@Hotel@I'd like to make a reservation please.@예약하겠습니다.
157@Hotel@A single bed please.@싱글 침대로 주세요.
158@Hotel@How long will you be staying?@얼마나 머무실건가요?
159@Hotel@I'm staying three days two nights.@2박 3일 머무를 겁니다.
160@50 words-1@around@~의 둘레에 ~의 근처에 대략~
161@50 words-1@complain@불평하다 (항의하다)
162@50 words-1@improve@개선하다
163@50 words-1@sweet@달콤한
164@50 words-1@able@할 수 있는 (능력있는)
165@50 words-1@arrange@배열하다 준비(계획)하다
166@50 words-1@complete@끝내다 (완전한) (완비한)
167@50 words-1@from@~로 부터
168@50 words-1@govern@다스리다 (통치하다) (관리하다)
169@50 words-1@notice@주목하다 (알아채)@ (통지)
170@50 words-1@represent@나타내다 (대표하다)
171@50 words-1@precious@귀중한
172@50 words-1@strength@힘
173@50 words-1@work@일하다 (가동되다) (효과가 있다) (성공하다) 작품
174@50 words-1@complex@복잡한 (복합단지) 콤플렉스
175@50 words-1@claim@요구 주장(하다) (권리)
176@50 words-1@flavor@맛 (풍미)
177@50 words-1@honest@정직한
178@50 words-1@include@포함하다
179@50 words-1@order@주문하다
180@50 words-1@precise@자세한 (정확한)
181@50 words-1@reputation@평판 (명성)
182@50 words-1@stretch@잡아늘이다 (쭉 뻗다) 펼쳐져있다
183@50 words-1@well@잘 (건강한)
184@50 words-1@above@~위에 (~을 넘어) (~이상)
185@50 words-1@against@~에 대하여 (~에 반대하여) (~을 배경으로 하여)
186@50 words-1@devote@헌신하다 (바치다)
187@50 words-1@harm@해(를 입히다)
188@50 words-1@grade@평가 (채점:하다) (평점) (성적) (학년)
189@50 words-1@income@수입 (소득)
190@50 words-1@ordinary@보통의 (평범한)
191@50 words-1@march@행군[행진]하다 (행진곡) (3월)
192@50 words-1@provide@대비[준비]하다 (공급하다)
193@50 words-1@realize@실현하다 (깨닫다)
194@50 words-1@abroad@해외의 (밖으로)
195@50 words-1@before@~전에 (~앞에)
196@50 words-1@compose@구성하다 (작곡하다)
197@50 words-1@gradual@점진적인 (조금씩의)
198@50 words-1@mark@나타내다 (표시하다)
199@50 words-1@reason@이유
200@50 words-1@shy@소심한 (수줍어하는) (피하는)
201@50 words-1@therefore@그러므로
202@50 words-1@absent@결석한
203@50 words-1@ago@~전에
204@50 words-1@classify@분류하다
205@50 words-1@turn@돌리다 (바꾸다) (~이 되다)
206@50 words-1@except for@~을 제외하고는 (~을 제외하고) (제외하다)
207@50 words-1@graduate@졸업하다 (졸업생)
208@50 words-2@indeed@참으로 (진실로)
209@50 words-2@original@최초의 (원시의) (독창적인)
210@50 words-2@receive@받다
211@50 words-2@publish@출판하다 (발표하다)
212@50 words-2@require@요구하다
213@50 words-2@agree@동의하다
214@50 words-2@buy-bought@사다
215@50 words-2@comprehend@이해하다 (포함하다)
216@50 words-2@cover@다루다 (책임지다) (덮다)
217@50 words-2@independent@독립적인
218@50 words-2@structure@구조
219@50 words-2@spread@만연 (확산) (퍼지다) (전개되다)
220@50 words-2@whatever@무엇이든지 (도대체) 결코 ~이 아닌
221@50 words-2@debate@논쟁
222@50 words-2@announce@발표하다 (선언하다)
223@50 words-2@certain@어떤 (확실한)
224@50 words-2@fault@잘못 (흠) (갈라진 틈)
225@50 words-2@reserve@예약하다
226@50 words-2@so@그래서 (그렇게) (매우 ~한)
227@50 words-2@struggle@~하려고 애쓰다 (다투다)
228@50 words-2@annoy@짜증나게 하다 (괴롭히다)
229@50 words-2@as@~할 때 (~때문에) (~로서) ~처럼(만큼)
230@50 words-2@concentrate on@~에 집중하다
231@50 words-2@indicate@가르키다 (지시하다)
232@50 words-2@recognize@알아보다 (인정하다)
233@50 words-2@resist@저항하다 (견뎌내다)
234@50 words-2@violent@폭력적인 (격렬한)
235@50 words-2@boring@지루하게 하는
236@50 words-2@emphasize@강조하다
237@50 words-2@press@인쇄 (언론) (누르다)
238@50 words-2@recommend@추천하다
239@50 words-2@resource@자원 (물자) (자질) (수단)
240@50 words-2@decide to@~하기로 결심하다
241@50 words-2@employ@고용하다 (채용하다)
242@50 words-2@function@작용하다 (역할을 다하다) (기능)
243@50 words-2@match@어울리다 (짝) (성냥)
244@50 words-2@flow@흐름 (유출) (흐르다)
245@50 words-2@exercise@운동하다 (연습)
246@50 words-2@purchase@구매(하다)
247@50 words-2@tough@강인한 (곤란한) (어려운)
248@50 words-2@accept@받아들이다
249@50 words-2@climb@오르다
250@50 words-2@belong to@~에 소속되다.
251@50 words-2@industry@산업 (공업) (근면)
252@50 words-2@mistake@실수(하다)
253@50 words-2@material@물질 (자료) (재료)
254@50 words-2@outside@~의 외부에
255@50 words-2@recover@(from)~에서 회복되다
256@50 words-2@responsible@(from)책임있는
257@50 words-2@society@사회
